S.NO.,PROGRAM GROUP,TRANSFORMATION,ACTIVITY ID,ACTIVITY DESCRIPTION,START DATE,END DATE,UNIT,PLANNED QTY,YEAR,MONTH
669,BLD-2248-D-MISC|C|3'4,HT ANCILLARY SYSTEM WORK,2251,S&F of Danger Boards,12-12-2019,17-03-2022,SET,6,2020,8
670,BLD-2248-D-MISC|C|3'5,HT ANCILLARY SYSTEM WORK,2252,S&F of 1.8M X .9M Rubber Mats,12-12-2019,17-03-2022,SET,10,2020,8
671,BLD-2248-D-MISC|C|3'6,HT ANCILLARY SYSTEM WORK,2253,S&F of Co2 Fire Extg 5 Ltrs,12-12-2019,17-03-2022,SET,6,2020,8
672,BLD-2248-D-MISC|C|3'7,HT ANCILLARY SYSTEM WORK,2254,S&F of Sld Framed In 1000X800Mm Frame,12-12-2019,17-03-2022,SET,6,2020,8
673,BLD-2248-D-MISC|C|3'8,HT ANCILLARY SYSTEM WORK,2255,Supply of Tool Kit With 33Kv Gloves,12-12-2019,17-03-2022,SET,2,2020,8
674,BLD-2248-D-MISC|C|3'9,HT ANCILLARY SYSTEM WORK,2256,SITC of 150 X 40Mm Raceway With Jb,12-12-2019,17-03-2022,M,30,2020,8
675,BLD-2248-D-MISC|C|3'10|G,HT ANCILLARY SYSTEM WORK,2257,Liasoning Charges For Substation,12-12-2019,17-03-2022,LS,1,2020,8
676,BLD-2248-D-PNTW|A|1'1,LOW SIDE ELECTRICAL WORK,2258,Primary Point Cntrld By 6 Amp Switch,12-12-2019,17-03-2022,P,720,2020,8
677,BLD-2248-D-PNTW|A|1'2,LOW SIDE ELECTRICAL WORK,2259,Secondary Point Incl Switch,12-12-2019,17-03-2022,P,90,2020,8
678,BLD-2248-D-PNTW|A|1'3,LOW SIDE ELECTRICAL WORK,2260,Looping Between 1St Swtch Brd To 2Nd,12-12-2019,17-03-2022,P,500,2020,8
679,BLD-2248-D-PNTW|A|2'1,LOW SIDE ELECTRICAL WORK,2261,Primary Point Cntrld By Mcb,12-12-2019,17-03-2022,P,600,2020,8
680,BLD-2248-D-PNTW|A|2'2,LOW SIDE ELECTRICAL WORK,2262,Secondary Point Cntrld By Mcb,12-12-2019,17-03-2022,P,2880,2020,8
681,BLD-2248-D-PNTW|A|3,LOW SIDE ELECTRICAL WORK,2263,Wiring For 250V Single Phase 16 Amps,12-12-2019,17-03-2022,P,40,2020,8
682,BLD-2248-D-PNTW|A|4,LOW SIDE ELECTRICAL WORK,2264,Wiring For 250V Single Phase 32 Amps,12-12-2019,17-03-2022,P,0,2020,8
683,BLD-2248-D-PNTW|A|5,LOW SIDE ELECTRICAL WORK,2265,Wiring For 250V Single Phase 6/16 Amps,12-12-2019,17-03-2022,P,10,2020,8
684,BLD-2248-D-PNTW|A|6'1,LOW SIDE ELECTRICAL WORK,2266,Wiring Primary Point (250V S.Ph 6/16 A),12-12-2019,17-03-2022,P,420,2020,8
685,BLD-2248-D-PNTW|A|6'2,LOW SIDE ELECTRICAL WORK,2267,Wiring Secondary Point (250V S.Ph 16 A),12-12-2019,17-03-2022,P,512,2020,8
686,BLD-2248-D-PNTW|A|7'1,LOW SIDE ELECTRICAL WORK,2268,Wiring Primary Point (6A Switch Socket),12-12-2019,17-03-2022,P,60,2020,8
687,BLD-2248-D-PNTW|A|7'2,LOW SIDE ELECTRICAL WORK,2269,Wiring Secondary Point (> 6.1A),12-12-2019,17-03-2022,P,80,2020,8
688,BLD-2248-D-PNTW|A|8,LOW SIDE ELECTRICAL WORK,2270,Wiring For Exhaust Fan,12-12-2019,17-03-2022,P,0,2020,8
689,BLD-2248-D-PNTW|A|9'1,LOW SIDE ELECTRICAL WORK,2271,P&F 4M2 PVC Insulated Cupper Conductor,12-12-2019,17-03-2022,M,1100,2020,8
690,BLD-2248-D-PNTW|B|1'1,LOW SIDE ELECTRICAL WORK,2272,S&L Al Cable-3.5 Core 400 Sq. Mm,12-12-2019,17-03-2022,M,2700,2020,8
691,BLD-2248-D-PNTW|B|1'2,LOW SIDE ELECTRICAL WORK,2273,S&L Al Cable-3.5 Core 300 Sq. Mm,12-12-2019,17-03-2022,M,1500,2020,8
692,BLD-2248-D-PNTW|B|1'3,LOW SIDE ELECTRICAL WORK,2274,S&L Al Cable-3.5 Core 240 Sq. Mm,12-12-2019,17-03-2022,M,700,2020,8
693,BLD-2248-D-PNTW|B|1'4,LOW SIDE ELECTRICAL WORK,2275,S&L Al Cable-3.5 Core 185 Sq. Mm,12-12-2019,17-03-2022,M,450,2020,8
694,BLD-2248-D-PNTW|B|1'5,LOW SIDE ELECTRICAL WORK,2276,S&L Al Cable-3.5 Core 150 Sq. Mm,12-12-2019,17-03-2022,M,400,2020,8
695,BLD-2248-D-PNTW|B|1'6,LOW SIDE ELECTRICAL WORK,2277,S&L Al Cable-3.5 Core 120 Sq. Mm,12-12-2019,17-03-2022,M,200,2020,8
696,BLD-2248-D-PNTW|B|1'7,LOW SIDE ELECTRICAL WORK,2278,S&L Al Cable-3.5 Core 95 Sq. Mm,12-12-2019,17-03-2022,M,200,2020,8
697,BLD-2248-D-PNTW|B|1'8,LOW SIDE ELECTRICAL WORK,2279,S&L Al Cable-3.5 Core 70 Sq. Mm,12-12-2019,17-03-2022,M,1200,2020,8
698,BLD-2248-D-PNTW|B|1'9,LOW SIDE ELECTRICAL WORK,2280,S&L Al Cable-3.5 Core 50 Sq. Mm,12-12-2019,17-03-2022,M,750,2020,8
699,BLD-2248-D-PNTW|B|1'10,LOW SIDE ELECTRICAL WORK,2281,S&L Al Cable-3.5 Core 35 Sq. Mm,12-12-2019,17-03-2022,M,500,2020,8
700,BLD-2248-D-PNTW|B|1'11,LOW SIDE ELECTRICAL WORK,2282,S&L Al Cable-3.5 Core 25 Sq. Mm,12-12-2019,17-03-2022,M,2200,2020,8
701,BLD-2248-D-PNTW|B|1'12,LOW SIDE ELECTRICAL WORK,2283,S&L Al Cable-4 Core 16 Sq.Mm,12-12-2019,17-03-2022,M,2400,2020,8
702,BLD-2248-D-PNTW|B|2'1,LOW SIDE ELECTRICAL WORK,2284,S&L Cu Cable-4 Core 10 Sq. Mm.,12-12-2019,17-03-2022,M,7200,2020,8
703,BLD-2248-D-PNTW|B|2'2,LOW SIDE ELECTRICAL WORK,2285,S&L Cu Cable-4 Core 6 Sq.Mm,12-12-2019,17-03-2022,M,2500,2020,8
704,BLD-2248-D-PNTW|B|2'3,LOW SIDE ELECTRICAL WORK,2286,S&L Cu Cable-4 Core 4 Sq.Mm,12-12-2019,17-03-2022,M,0,2020,8
705,BLD-2248-D-PNTW|B|2'4,LOW SIDE ELECTRICAL WORK,2287,S&L Cu Cable-3 Core 10 Sq.Mm,12-12-2019,17-03-2022,M,0,2020,8
706,BLD-2248-D-PNTW|B|2'5,LOW SIDE ELECTRICAL WORK,2288,S&L Cu Cable-3 Core 6 Sq. Mm.,12-12-2019,17-03-2022,M,4800,2020,8
707,BLD-2248-D-PNTW|B|2'6,LOW SIDE ELECTRICAL WORK,2289,S&L Cu Cable-3 Core 4 Sq. Mm.,12-12-2019,17-03-2022,M,0,2020,8
708,BLD-2248-D-PNTW|B|3,LOW SIDE ELECTRICAL WORK,2290,S&L 2.5 Mm2 Control Cable,12-12-2019,17-03-2022,M,0,2020,8
709,BLD-2248-D-PNTW|B|4'1,LOW SIDE ELECTRICAL WORK,2291,S&L Al Cable-3.5 Core 400 Sq. Mm,12-12-2019,17-03-2022,EA,260,2020,8
710,BLD-2248-D-PNTW|B|4'2,LOW SIDE ELECTRICAL WORK,2292,S&L Al Cable-3.5 Core 300 Sq. Mm,12-12-2019,17-03-2022,EA,40,2020,8
711,BLD-2248-D-PNTW|B|4'3,LOW SIDE ELECTRICAL WORK,2293,S&L Al Cable-3.5 Core 240 Sq. Mm,12-12-2019,17-03-2022,EA,40,2020,8
712,BLD-2248-D-PNTW|B|4'4,LOW SIDE ELECTRICAL WORK,2294,S&L Al Cable-3.5 Core 185 Sq. Mm,12-12-2019,17-03-2022,EA,10,2020,8
713,BLD-2248-D-PNTW|B|4'5,LOW SIDE ELECTRICAL WORK,2295,S&L Al Cable-3.5 Core 150 Sq. Mm,12-12-2019,17-03-2022,EA,10,2020,8
714,BLD-2248-D-PNTW|B|4'6,LOW SIDE ELECTRICAL WORK,2296,S&L Al Cable-3.5 Core 120 Sq. Mm,12-12-2019,17-03-2022,EA,0,2020,8
715,BLD-2248-D-PNTW|B|4'7,LOW SIDE ELECTRICAL WORK,2297,S&L Al Cable-3.5 Core 95 Sq. Mm,12-12-2019,17-03-2022,EA,8,2020,8
716,BLD-2248-D-PNTW|B|4'8,LOW SIDE ELECTRICAL WORK,2298,S&L Al Cable-3.5 Core 70 Sq. Mm,12-12-2019,17-03-2022,EA,44,2020,8
717,BLD-2248-D-PNTW|B|4'9,LOW SIDE ELECTRICAL WORK,2299,S&L Al Cable-3.5 Core 50 Sq. Mm,12-12-2019,17-03-2022,EA,56,2020,8
718,BLD-2248-D-PNTW|B|4'10,LOW SIDE ELECTRICAL WORK,2300,S&L Al Cable-3.5 Core 35 Sq. Mm,12-12-2019,17-03-2022,EA,38,2020,8
719,BLD-2248-D-PNTW|B|4'11,LOW SIDE ELECTRICAL WORK,2301,S&L Al Cable-3.5 Core 25 Sq. Mm,12-12-2019,17-03-2022,EA,56,2020,8
720,BLD-2248-D-PNTW|B|4'12,LOW SIDE ELECTRICAL WORK,2302,S&L Al Cable-4 Core 16 Sq.Mm,12-12-2019,17-03-2022,EA,210,2020,8
721,BLD-2248-D-PNTW|B|4'13,LOW SIDE ELECTRICAL WORK,2303,S&L 4 Core 10 Sq. Mm Copper Cable,12-12-2019,17-03-2022,EA,190,2020,8
722,BLD-2248-D-PNTW|B|4'14,LOW SIDE ELECTRICAL WORK,2304,S&L 4 Core 6 Sq.Mm Copper Cable,12-12-2019,17-03-2022,EA,90,2020,8
723,BLD-2248-D-PNTW|B|4'15,LOW SIDE ELECTRICAL WORK,2305,S&L 4 Core 4 Sq.Mm Copper Cable,12-12-2019,17-03-2022,EA,0,2020,8
724,BLD-2248-D-PNTW|B|4'16,LOW SIDE ELECTRICAL WORK,2306,S&L 3 Core 10 Sq.Mm Copper Cable,12-12-2019,17-03-2022,EA,0,2020,8
725,BLD-2248-D-PNTW|B|4'17,LOW SIDE ELECTRICAL WORK,2307,S&L 3 Core 6 Sq. Mm Copper Cable,12-12-2019,17-03-2022,EA,220,2020,8
726,BLD-2248-D-PNTW|B|4'18,LOW SIDE ELECTRICAL WORK,2308,S&L 3 Core 4 Sq. Mm Copper Cable,12-12-2019,17-03-2022,EA,0,2020,8
727,BLD-2248-D-PNTW|B|5'1,LOW SIDE ELECTRICAL WORK,2309,P&F M Class GI Pipe Sleeves-100 Mm. Dia.,12-12-2019,17-03-2022,M,15,2020,8
728,BLD-2248-D-PNTW|B|5'2,LOW SIDE ELECTRICAL WORK,2310,P&F M Class GI Pipe Sleeves-50 Mm. Dia.,12-12-2019,17-03-2022,M,15,2020,8
729,BLD-2248-D-PNTW|C|1'1,LOW SIDE ELECTRICAL WORK,2311,S&F Fabricated GI Ladder-1500 Mm Wide,12-12-2019,17-03-2022,M,300,2020,8
730,BLD-2248-D-PNTW|C|1'2,LOW SIDE ELECTRICAL WORK,2312,S&F Fabricated GI Ladder-1200 Mm Wide,12-12-2019,17-03-2022,M,200,2020,8
731,BLD-2248-D-PNTW|C|1'3,LOW SIDE ELECTRICAL WORK,2313,S&F Fabricated GI Ladder-1000 Mm Wide,12-12-2019,17-03-2022,M,150,2020,8
732,BLD-2248-D-PNTW|C|1'4,LOW SIDE ELECTRICAL WORK,2314,S&F Fabricated GI Ladder-750 Mm Wide,12-12-2019,17-03-2022,M,400,2020,8
733,BLD-2248-D-PNTW|C|1'5,LOW SIDE ELECTRICAL WORK,2315,S&F Fabricated GI Ladder-600 Mm Wide,12-12-2019,17-03-2022,M,750,2020,8
734,BLD-2248-D-PNTW|C|1'6,LOW SIDE ELECTRICAL WORK,2316,S&F Fabricated GI Ladder-450 Mm Wide,12-12-2019,17-03-2022,M,1000,2020,8
735,BLD-2248-D-PNTW|C|2'1,LOW SIDE ELECTRICAL WORK,2317,S&F GI Cable Tray-450 Mm (40X40X2Mm),12-12-2019,17-03-2022,M,900,2020,8
736,BLD-2248-D-PNTW|C|2'2,LOW SIDE ELECTRICAL WORK,2318,S&F GI Cable Tray-300  Mm (40X40X2Mm),12-12-2019,17-03-2022,M,400,2020,8
737,BLD-2248-D-PNTW|C|2'3,LOW SIDE ELECTRICAL WORK,2319,S&F GI Cable Tray-150  Mm (40X40X2Mm),12-12-2019,17-03-2022,M,100,2020,8
738,BLD-2248-D-HUME|C|3'1,LOW SIDE ELECTRICAL WORK,2320,S&F Rcc (Np-2) Hume Pipe-300 Mm (Id),12-12-2019,17-03-2022,M,30,2020,8
739,BLD-2248-D-HUME|C|3'2,LOW SIDE ELECTRICAL WORK,2321,S&F Rcc (Np-2) Hume Pipe-200 Mm (Id),12-12-2019,17-03-2022,M,5,2020,8
740,BLD-2248-D-HUME|C|3'3,LOW SIDE ELECTRICAL WORK,2322,S&F Rcc (Np-2) Hume Pipe-150 Mm (Id),12-12-2019,17-03-2022,M,10,2020,8
741,BLD-2248-D-PNL|D|1,LOW SIDE ELECTRICAL WORK,2323,SITC of Dg Sync & Load Managing Panel,12-12-2019,17-03-2022,SET,1,2020,8
742,BLD-2248-D-PNL|D|2,LOW SIDE ELECTRICAL WORK,2324,SITC of Main Lt Cum Change Over Panel,12-12-2019,17-03-2022,SET,1,2020,8
743,BLD-2248-D-PNL|D|3,LOW SIDE ELECTRICAL WORK,2325,SITC of Common Utility/Emergency Panel,12-12-2019,17-03-2022,SET,1,2020,8
744,BLD-2248-D-PNL|D|4,LOW SIDE ELECTRICAL WORK,2326,SITC of Hvac Odu Panel Hostel,12-12-2019,17-03-2022,SET,1,2020,8
745,BLD-2248-D-PNL|D|5,LOW SIDE ELECTRICAL WORK,2327,SITC of Parkingventillation Panel Office,12-12-2019,17-03-2022,SET,0,2020,8
746,BLD-2248-D-PNL|D|6,LOW SIDE ELECTRICAL WORK,2328,SITC of Common Area Lighting Panel Off,12-12-2019,17-03-2022,SET,1,2020,8
747,BLD-2248-D-PNL|D|7,LOW SIDE ELECTRICAL WORK,2329,SITC of External Lighting Panel,12-12-2019,17-03-2022,SET,2,2020,8
748,BLD-2248-D-PNL|D|8,LOW SIDE ELECTRICAL WORK,2330,SITC of Comm Area Power Dist Panel,12-12-2019,17-03-2022,SET,1,2020,8
749,BLD-2248-D-PNL|D|9,LOW SIDE ELECTRICAL WORK,2331,SITC of Comm Utility/Emgy Panel Hostel,12-12-2019,17-03-2022,SET,1,2020,8
750,BLD-2248-D-PNL|D|10,LOW SIDE ELECTRICAL WORK,2332,SITC of Lift Dist Panel 1 Office,12-12-2019,17-03-2022,SET,1,2020,8
751,BLD-2248-D-PNL|D|11,LOW SIDE ELECTRICAL WORK,2333,SITC of Lift Dist Panel 2 Office,12-12-2019,17-03-2022,SET,1,2020,8
752,BLD-2248-D-PNL|D|12,LOW SIDE ELECTRICAL WORK,2334,SITC of Lift Dist Panel  Hostel,12-12-2019,17-03-2022,SET,1,2020,8
753,BLD-2248-D-PNL|D|13,LOW SIDE ELECTRICAL WORK,2335,SITC of Terrace Ventilation Panel Off,12-12-2019,17-03-2022,SET,1,2020,8
754,BLD-2248-D-PNL|D|14,LOW SIDE ELECTRICAL WORK,2336,SITC of Terrace Ventilation Panel Hstl,12-12-2019,17-03-2022,SET,1,2020,8
755,BLD-2248-D-PNL|D|15,LOW SIDE ELECTRICAL WORK,2337,SITC of Ups Panel Common Area,12-12-2019,17-03-2022,SET,1,2020,8
756,BLD-2248-D-PNL|D|16|16'1,LOW SIDE ELECTRICAL WORK,2338,SITC of Floor Dist Panel Fdb3 -Fdb17 Off,12-12-2019,17-03-2022,SET,16,2020,8
757,BLD-2248-D-PNL|D|16|16'2,LOW SIDE ELECTRICAL WORK,2339,SITC of Floor Dist Panel Fdb1 Off,12-12-2019,17-03-2022,SET,1,2020,8
758,BLD-2248-D-PNL|D|16|16'3,LOW SIDE ELECTRICAL WORK,2340,SITC of Floor Dist Panel Fdb2 Off,12-12-2019,17-03-2022,SET,1,2020,8
759,BLD-2248-D-PNL|D|16|16'4,LOW SIDE ELECTRICAL WORK,2341,SITC of Floor Dist Panel Fdb3-Fdb12 Hstl,12-12-2019,17-03-2022,SET,10,2020,8
760,BLD-2248-D-PNL|D|16|16'5,LOW SIDE ELECTRICAL WORK,2342,SITC of Floor Dist Panel Fdb1 Hstl,12-12-2019,17-03-2022,SET,1,2020,8
761,BLD-2248-D-PNL|D|16|16'6,LOW SIDE ELECTRICAL WORK,2343,SITC of Floor Dist Panel Fdb2 Hstl,12-12-2019,17-03-2022,SET,1,2020,8
762,BLD-2248-D-PNL|D|17|17'1,LOW SIDE ELECTRICAL WORK,2344,SITC of 2500Amps Busduct From Trafo,12-12-2019,17-03-2022,M,60,2020,8
763,BLD-2248-D-PNL|D|17|17'2,LOW SIDE ELECTRICAL WORK,2345,SITC of 2500Amps Busduct From Dg Sync,12-12-2019,17-03-2022,M,50,2020,8
764,BLD-2248-D-PNL|D|17|17'3,LOW SIDE ELECTRICAL WORK,2346,SITC of 3000Amp Tinned Cu Connection,12-12-2019,17-03-2022,EA,12,2020,8
765,BLD-2248-D-PNL|D|18|18'1,LOW SIDE ELECTRICAL WORK,2347,SITC of 1600Amp Rising Main 1,12-12-2019,17-03-2022,M,120,2020,8
766,BLD-2248-D-PNL|D|18|18'2,LOW SIDE ELECTRICAL WORK,2348,SITC of 1600Amp Rising Main 2,12-12-2019,17-03-2022,M,120,2020,8
767,BLD-2248-D-PNL|D|18|18'3,LOW SIDE ELECTRICAL WORK,2349,SITC of 800Amp Rising Main 3,12-12-2019,17-03-2022,M,120,2020,8
768,BLD-2248-D-PNL|D|19,LOW SIDE ELECTRICAL WORK,2350,SITC 1600Amp 4P Acb For Rising Main,12-12-2019,17-03-2022,EA,2,2020,8
769,BLD-2248-D-PNL|D|20,LOW SIDE ELECTRICAL WORK,2351,SITC 800Amp 4P Acb For Rising Main,12-12-2019,17-03-2022,EA,1,2020,8
770,BLD-2248-D-PNL|D|21|21'1,LOW SIDE ELECTRICAL WORK,2352,SITC of 500Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,2,2020,8
771,BLD-2248-D-PNL|D|21|21'2,LOW SIDE ELECTRICAL WORK,2353,SITC of 400Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,1,2020,8
772,BLD-2248-D-PNL|D|21|21'3,LOW SIDE ELECTRICAL WORK,2354,SITC of 200Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,32,2020,8
773,BLD-2248-D-PNL|D|21|21'4,LOW SIDE ELECTRICAL WORK,2355,SITC of 160Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,3,2020,8
774,BLD-2248-D-PNL|D|21|21'5,LOW SIDE ELECTRICAL WORK,2356,SITC of 125Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,20,2020,8
775,BLD-2248-D-PNL|D|21|21'6,LOW SIDE ELECTRICAL WORK,2357,SITC of 100Amp Tpn Mccb Tapoff Box,12-12-2019,17-03-2022,EA,0,2020,8
776,BLD-2248-D-PNL|D|22|22'1,LOW SIDE ELECTRICAL WORK,2358,SITC of 36Way Tpndb Typ A Ldb,12-12-2019,17-03-2022,EA,9,2020,8
777,BLD-2248-D-PNL|D|22|22'2,LOW SIDE ELECTRICAL WORK,2359,SITC of 36Way Tpndb Typ B Pdb,12-12-2019,17-03-2022,EA,9,2020,8
778,BLD-2248-D-PNL|D|22|22'3,LOW SIDE ELECTRICAL WORK,2360,SITC of 24Way Tpndb Typ C Ldb,12-12-2019,17-03-2022,EA,9,2020,8
779,BLD-2248-D-PNL|D|22|22'4,LOW SIDE ELECTRICAL WORK,2361,SITC of 24Way Tpndb Typ D Ldb,12-12-2019,17-03-2022,EA,3,2020,8
780,BLD-2248-D-PNL|D|22|22'5,LOW SIDE ELECTRICAL WORK,2362,SITC of 18Way Tpndb Typ E Pdb,12-12-2019,17-03-2022,EA,1,2020,8
781,BLD-2248-D-PNL|D|22|22'6,LOW SIDE ELECTRICAL WORK,2363,SITC of 12Way Tpndb Typ F Pdb,12-12-2019,17-03-2022,EA,10,2020,8
782,BLD-2248-D-PNL|D|22|22'7,LOW SIDE ELECTRICAL WORK,2364,SITC of 12Way Tpndb Typ C Edb,12-12-2019,17-03-2022,EA,4,2020,8
783,BLD-2248-D-PNL|D|22|22'8,LOW SIDE ELECTRICAL WORK,2365,SITC of 18Way Tpndb Typ C Edb,12-12-2019,17-03-2022,EA,2,2020,8
784,BLD-2248-D-PNL|D|22|22'9,LOW SIDE ELECTRICAL WORK,2366,SITC of 2+16Way Spndb Typ G Eldb,12-12-2019,17-03-2022,EA,8,2020,8
785,BLD-2248-D-PN|D|22|22'10,LOW SIDE ELECTRICAL WORK,2367,SITC of 2+12Way Spndb Typ H Eldb,12-12-2019,17-03-2022,EA,9,2020,8
786,BLD-2248-D-PN|D|22|22'11,LOW SIDE ELECTRICAL WORK,2368,SITC of 2+8Way Spndb Typ H Eldb,12-12-2019,17-03-2022,EA,1,2020,8
787,BLD-2248-D-PN|D|22|22'12,LOW SIDE ELECTRICAL WORK,2369,SITC of 2+8Way Spndb Typ I Ldb,12-12-2019,17-03-2022,EA,5,2020,8
788,BLD-2248-D-PN|D|22|22'13,LOW SIDE ELECTRICAL WORK,2370,SITC of 2+8Way Spndb Typ I Pdb,12-12-2019,17-03-2022,EA,4,2020,8
789,BLD-2248-D-PNL|D|23,LOW SIDE ELECTRICAL WORK,2371,SITC of 63Amp 4P Mcb Isso With Enclosure,12-12-2019,17-03-2022,EA,4,2020,8
790,BLD-2248-D-PNL|D|24,LOW SIDE ELECTRICAL WORK,2372,SITC of 16Amp 4P Metal Clad Socket & Mcb,12-12-2019,17-03-2022,EA,0,2020,8
791,BLD-2248-D-PNL|D|25,LOW SIDE ELECTRICAL WORK,2373,S&F 1000Mm Wide 1.1Kv Grade Rubber Mat,12-12-2019,17-03-2022,M,40,2020,8
792,BLD-2248-D-APFC|E|1,LOW SIDE ELECTRICAL WORK,2374,SITC of 600Kvar Apfc Panel,12-12-2019,17-03-2022,SET,3,2020,8
793,BLD-2248-D-ERTH|F1|1,LOW SIDE ELECTRICAL WORK,2375,SITC of 600X600X3.15Mm  Cu Plate Earth,12-12-2019,17-03-2022,EA,20,2020,8
794,BLD-2248-D-ERTH|F1|2,LOW SIDE ELECTRICAL WORK,2376,SITC of 600X600X6.3Mm  GI Plate Earth,12-12-2019,17-03-2022,EA,110,2020,8
795,BLD-2248-D-ERTH|F1|3,LOW SIDE ELECTRICAL WORK,2377,SITC of 14.35Mm Dia3M Long Cu  Earth Rod,12-12-2019,17-03-2022,EA,0,2020,8
796,BLD-2248-D-ERTH|F1|4|4'1,LOW SIDE ELECTRICAL WORK,2378,SITC of 50X6Mm Bare Cu Tape,12-12-2019,17-03-2022,M,300,2020,8
797,BLD-2248-D-ERTH|F1|4|4'2,LOW SIDE ELECTRICAL WORK,2379,SITC of 25X6Mm Bare Cu Tape,12-12-2019,17-03-2022,M,200,2020,8
798,BLD-2248-D-ERTH|F1|4|4'3,LOW SIDE ELECTRICAL WORK,2380,SITC of 25X3Mm Bare Cu Tape,12-12-2019,17-03-2022,M,0,2020,8
799,BLD-2248-D-ERTH|F1|4|4'4,LOW SIDE ELECTRICAL WORK,2381,SITC of 50X10Mm Bare GI Tape,12-12-2019,17-03-2022,M,200,2020,8
800,BLD-2248-D-ERTH|F1|4|4'5,LOW SIDE ELECTRICAL WORK,2382,SITC of 50X6Mm Bare GI Tape,12-12-2019,17-03-2022,M,2000,2020,8
801,BLD-2248-D-ERTH|F1|4|4'6,LOW SIDE ELECTRICAL WORK,2383,SITC of 25X6Mm Bare GI Tape,12-12-2019,17-03-2022,M,4000,2020,8
802,BLD-2248-D-ERTH|F1|4|4'7,LOW SIDE ELECTRICAL WORK,2384,SITC of 8Swg GI Wire,12-12-2019,17-03-2022,M,12000,2020,8
803,BLD-2248-D-ERTH|F1|5|5'1,LOW SIDE ELECTRICAL WORK,2385,SITC of 1C 25Sqmm  Green Cu Cable,12-12-2019,17-03-2022,M,1500,2020,8
804,BLD-2248-D-ERTH|F1|6,LOW SIDE ELECTRICAL WORK,2386,S&I of 50X 6Mm Cubusbar With 6 Holes,12-12-2019,17-03-2022,EA,42,2020,8
805,BLD-2248-D-ERTH|F1|7,LOW SIDE ELECTRICAL WORK,2387,SITC of Lockable Earth Terminal Box,12-12-2019,17-03-2022,EA,42,2020,8
806,BLD-2248-D-ERTH|F1|8|8'1,LOW SIDE ELECTRICAL WORK,2388,SITC of 50Mm Dia GI Hd Road Crossing,12-12-2019,17-03-2022,M,20,2020,8
807,BLD-2248-D-ERTH|F1|8|8'2,LOW SIDE ELECTRICAL WORK,2389,SITC of 100Mm Dia GI Hd Road Crossing,12-12-2019,17-03-2022,M,160,2020,8
808,BLD-2248-D-ERTH|F2|1,LOW SIDE ELECTRICAL WORK,2390,SITC of 8Mm Dia Cu Bonded Steelconductor,12-12-2019,17-03-2022,M,2250,2020,8
809,BLD-2248-D-ERTH|F2|2,LOW SIDE ELECTRICAL WORK,2391,Interconection of Cbsc Joints,12-12-2019,17-03-2022,EA,100,2020,8
810,BLD-2248-D-ERTH|F2|3,LOW SIDE ELECTRICAL WORK,2392,Interconnections Between Cbsc & Steelbar,12-12-2019,17-03-2022,EA,350,2020,8
811,BLD-2248-D-ERTH|F2|4,LOW SIDE ELECTRICAL WORK,2393,SITC of Earth Pad In Concrete Floor/Wall,12-12-2019,17-03-2022,EA,150,2020,8
812,BLD-2248-D-ERTH|F2|5,LOW SIDE ELECTRICAL WORK,2394,SITC of Earthpad In Conc Floor Lift Loby,12-12-2019,17-03-2022,EA,20,2020,8
813,BLD-2248-D-ERTH|F2|6,LOW SIDE ELECTRICAL WORK,2395,Joints Bw Cbsc & Earth Pad,12-12-2019,17-03-2022,EA,170,2020,8
814,BLD-2248-D-LPS|G1|1,LOW SIDE ELECTRICAL WORK,2396,P&F Lightning Cond 25X300Mm GI Tube,12-12-2019,17-03-2022,EA,40,2020,8
815,BLD-2248-D-LPS|G1|2,LOW SIDE ELECTRICAL WORK,2397,F of Lightning Cond With Base Plate,12-12-2019,17-03-2022,EA,40,2020,8
816,BLD-2248-D-LPS|G1|3,LOW SIDE ELECTRICAL WORK,2398,Jointing of Cu/Gi Tape,12-12-2019,17-03-2022,EA,400,2020,8
817,BLD-2248-D-LPS|G1|4,LOW SIDE ELECTRICAL WORK,2399,P&F GI Tape 20X3Mm On Parapet Horz. Run,12-12-2019,17-03-2022,M,900,2020,8
818,BLD-2248-D-LPS|G1|5,LOW SIDE ELECTRICAL WORK,2400,P&F GI Tape 20X3Mm On Wall Vert. Run,12-12-2019,17-03-2022,M,2800,2020,8
819,BLD-2248-D-LPS|G1|6,LOW SIDE ELECTRICAL WORK,2401,SITC of 8Mm Dia Cbsc For Lightning Protc,12-12-2019,17-03-2022,M,0,2020,8
820,BLD-2248-D-LPS|G1|7,LOW SIDE ELECTRICAL WORK,2402,P&F of Testing Joint 20X3Mm GI Strip,12-12-2019,17-03-2022,M,60,2020,8
821,BLD-2248-D-LPS|G1|8,LOW SIDE ELECTRICAL WORK,2403,P&L GI Tape 32X6Mm In Ground,12-12-2019,17-03-2022,M,450,2020,8
822,BLD-2248-D-LPS|G2|1|1'1,LOW SIDE ELECTRICAL WORK,2404,SITC of 32X6Mm GI Tape For Looping,12-12-2019,17-03-2022,M,40,2020,8
